aib_name,aib_Administrative,aib_Administrative_Duration,aib_Informational,aib_Informational_Duration,aib_ProductRelated,aib_ProductRelated_Duration,aib_BounceRates,aib_ExitRates,aib_PageValues,aib_SpecialDay,aib_Month,aib_OperatingSystems,aib_Browser,aib_Region,aib_TrafficType,aib_VisitorType,aib_Weekend,aib_Revenue
Customer2131,1,38,0,0,23,1483.6,0.022916667,0.038373016,7.103020833,0,Mar,3,2,6,1,Returning_Visitor,FALSE,TRUE
Customer2132,2,100,6,131,63,2611.651923,0,0.002985075,0,0,Dec,1,1,6,2,Returning_Visitor,FALSE,FALSE
Customer2133,0,0,3,341.3333333,59,2946.6,0.003278689,0.007962529,9.380377049,0,May,1,1,6,2,Returning_Visitor,TRUE,TRUE
Customer2134,0,0,0,0,6,815,0.05,0.044444444,0,0.2,May,1,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2135,2,57,0,0,28,724.0666667,0.007407407,0.017283951,32.98533333,0,May,1,1,1,4,Returning_Visitor,FALSE,TRUE
Customer2136,0,0,0,0,5,111.25,0,0.033333333,0,0,Nov,2,2,1,20,Returning_Visitor,FALSE,FALSE
Customer2137,2,35,0,0,2,6,0,0.05,0,0,Mar,2,2,9,2,New_Visitor,FALSE,FALSE
Customer2138,3,170,0,0,30,619.5208333,0,0.00625,0,0,Dec,3,2,4,1,Returning_Visitor,TRUE,FALSE
Customer2139,4,61,0,0,14,175.6666667,0,0.010588235,0,0,Mar,2,2,5,2,Returning_Visitor,FALSE,FALSE
Customer2140,5,54,0,0,16,487.6666667,0,0.026315789,0,0,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
Customer2141,0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer2142,1,30.25,2,0,20,543.9583333,0.00952381,0.026984127,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2143,11,494.5333333,0,0,33,2070.616667,0,0.020720721,9.581162201,0,Nov,2,5,1,3,Returning_Visitor,FALSE,TRUE
Customer2144,12,251.6190476,1,44,69,2269.732143,0,0.007,0.093546949,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
Customer2145,1,0,3,447.5,27,1381.75,0.006896552,0.034482759,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
Customer2146,2,46.5,1,64.5,91,3309.448776,0.013285024,0.020476218,0,0,Nov,3,2,1,13,Returning_Visitor,TRUE,TRUE
Customer2147,0,0,0,0,18,491.75,0,0.027777778,0,0,Dec,2,2,6,11,New_Visitor,FALSE,FALSE
Customer2148,0,0,2,594.1333333,39,922.4006061,0,0.001709402,154.0955389,0,Sep,3,2,1,2,New_Visitor,FALSE,TRUE
Customer2149,4,62.5,0,0,53,1840.369156,0.007407407,0.023148148,46.77831787,0,Dec,1,1,2,2,Returning_Visitor,FALSE,TRUE
Customer2150,6,160,0,0,55,1707.666667,0,0.005357143,24.10206377,0,Dec,2,2,1,2,New_Visitor,FALSE,TRUE
Customer2151,2,81.5,1,21,18,2199.972222,0.00952381,0.016825397,0,0,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
Customer2152,4,244,0,0,6,142.5,0,0.011111111,0,0,May,3,3,4,2,Returning_Visitor,FALSE,FALSE
Customer2153,23,335.1309524,5,399.8,88,1839.098106,0.015758703,0.031587556,0,0,Aug,3,2,3,2,Returning_Visitor,TRUE,FALSE
Customer2154,2,6,0,0,38,876.4766667,0,0.014529915,6.328693274,0,Oct,3,2,1,1,Returning_Visitor,FALSE,TRUE
Customer2155,6,243.75,0,0,8,171.25,0.038888889,0.067222222,0,0,Dec,3,2,3,1,Returning_Visitor,FALSE,FALSE
Customer2156,6,86,0,0,12,905.5,0,0.026666667,23.6393946,0,Dec,4,5,1,1,Returning_Visitor,FALSE,TRUE
Customer2157,0,0,0,0,2,139,0,0.1,0,0.8,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2158,0,0,0,0,10,342.1666667,0,0.022222222,51.176,0,May,2,2,1,1,Returning_Visitor,FALSE,TRUE
Customer2159,4,159,0,0,3,64.75,0,0.014285714,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer2160,0,0,0,0,1,0,0.2,0.2,0,0.8,May,2,4,1,6,Returning_Visitor,FALSE,FALSE
Customer2161,5,61.875,0,0,164,4389.887512,0.001183432,0.010151043,6.664239119,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
Customer2162,6,205,0,0,20,221.78,0,0.001515152,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer2163,4,52.33333333,1,239,14,337.5,0,0.011764706,0,0,Mar,2,5,1,2,Returning_Visitor,FALSE,FALSE
Customer2164,0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
Customer2165,2,175.2,0,0,60,1635.466667,0.006557377,0.014754098,0,0,Nov,2,5,7,3,Returning_Visitor,FALSE,FALSE
Customer2166,0,0,0,0,6,332,0,0.033333333,0,0,May,2,5,4,11,Returning_Visitor,FALSE,FALSE
Customer2167,0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
Customer2168,1,20,0,0,0,0,0,0.066666667,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2169,6,104.1136364,3,95,95,2411.789279,0,0.01068254,16.78420229,0,May,3,2,5,6,Returning_Visitor,FALSE,FALSE
Customer2170,0,0,0,0,8,149,0.133333333,0.155555556,0,0.8,May,2,2,7,3,Returning_Visitor,FALSE,FALSE
Customer2171,3,30.75,0,0,17,473.1666667,0.013333333,0.0225,0,0,Nov,1,2,3,3,Returning_Visitor,FALSE,FALSE
Customer2172,3,922.75,0,0,56,4681.420833,0.007118644,0.022668819,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE,FALSE
Customer2173,5,69.5,0,0,4,34.5,0,0.026666667,0,0,May,2,2,3,4,Returning_Visitor,TRUE,FALSE
Customer2174,0,0,0,0,14,244,0.004761905,0.047619048,0,0,May,2,4,1,4,Returning_Visitor,FALSE,FALSE
Customer2175,0,0,0,0,4,186.25,0.05,0.066666667,0,0,Nov,3,2,3,2,Returning_Visitor,FALSE,FALSE
Customer2176,0,0,0,0,12,468,0.016666667,0.033333333,0,0,Mar,4,1,4,3,Returning_Visitor,FALSE,FALSE
Customer2177,0,0,0,0,3,324,0,0.066666667,0,0,May,4,1,1,4,Returning_Visitor,TRUE,FALSE
Customer2178,0,0,0,0,11,1390.166667,0.012121212,0.014545455,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE,FALSE
Customer2179,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer2180,2,214.6,3,34.4,1,165.2,0,0.033333333,0,0,Jul,2,2,7,2,Returning_Visitor,FALSE,FALSE
Customer2181,0,0,0,0,12,412.875,0,0.02,0,0,Dec,3,2,4,1,Returning_Visitor,TRUE,FALSE
Customer2182,2,75.6,1,11,28,2074.929524,0,0.016935484,0,0,Oct,2,4,3,2,Returning_Visitor,FALSE,FALSE
Customer2183,2,33.5,0,0,23,398.4,0,0.017391304,0,0,Dec,2,2,3,6,Returning_Visitor,FALSE,FALSE
Customer2184,0,0,0,0,2,78,0,0.05,0,0,Dec,3,2,9,2,Returning_Visitor,FALSE,FALSE
Customer2185,13,210.427451,9,435.45,154,6515.45431,0.00867052,0.017328726,2.982410939,0,Nov,3,2,1,2,Returning_Visitor,FALSE,TRUE
Customer2186,10,163.6333333,1,294,80,1979.3,0.002325581,0.024224806,19.73335395,0,Nov,2,1,2,2,Returning_Visitor,TRUE,TRUE
Customer2187,0,0,0,0,17,132.6333333,0.011764706,0.007843137,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer2188,2,114,0,0,24,368.3333333,0.092592593,0.114285714,0,0.4,May,3,2,4,3,Returning_Visitor,FALSE,FALSE
Customer2189,0,0,0,0,1,0,0.2,0.2,0,0,Feb,1,1,1,3,Returning_Visitor,FALSE,FALSE
Customer2190,6,211,1,58,41,2078.666667,0.008333333,0.028125,0,0,May,2,2,8,6,Returning_Visitor,FALSE,FALSE
Customer2191,0,0,0,0,2,65.4,0,0.1,0,0,Jul,2,2,9,13,Returning_Visitor,TRUE,FALSE
Customer2192,5,179.875,0,0,47,1011.319444,0.019607843,0.046744236,3.322660364,0,Nov,3,2,2,1,Returning_Visitor,FALSE,TRUE
Customer2193,2,57,1,4,35,1643.333333,0.010526316,0.031578947,0,0.2,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2194,3,269.1666667,0,0,36,2281.208333,0.022916667,0.046203704,0,0,May,3,2,6,4,Returning_Visitor,FALSE,FALSE
Customer2195,0,0,0,0,4,87.875,0,0.026666667,0,0,Nov,1,1,4,10,Returning_Visitor,TRUE,TRUE
Customer2196,2,94,1,4,264,8584.025049,0.006289308,0.023315309,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
Customer2197,5,206,0,0,15,650.6961927,0,0.018487395,0,0,Mar,1,1,1,3,New_Visitor,FALSE,FALSE
Customer2198,13,408.6,0,0,21,589.4214286,0.004444444,0.014814815,18.09857173,0,Aug,2,2,8,2,Returning_Visitor,FALSE,TRUE
Customer2199,1,59.5,0,0,39,650.8333333,0,0.003070175,0,0,Nov,1,2,1,11,Returning_Visitor,TRUE,TRUE
Customer2200,0,0,0,0,2,0,0.2,0.2,0,0,May,2,6,1,3,Returning_Visitor,FALSE,FALSE
Customer2201,0,0,0,0,9,891.5,0,0.0125,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer2202,7,134.75,0,0,43,3283.722222,0.009302326,0.019379845,24.90144186,0.2,May,1,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2203,8,760.9,3,206.1,36,2400.667778,0.008527132,0.02372093,0,0,Nov,1,2,7,2,Returning_Visitor,FALSE,FALSE
Customer2204,1,51.4,0,0,25,1417.022222,0.022666667,0.055466667,0,0,Jul,3,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2205,0,0,0,0,32,1109.083333,0.00125,0.019375,0,0,Dec,2,2,1,2,Returning_Visitor,TRUE,FALSE
Customer2206,3,52.75,0,0,31,3069.077778,0.006451613,0.020537634,5.793026792,0,Nov,1,1,3,2,Returning_Visitor,FALSE,TRUE
Customer2207,0,0,0,0,11,303.5,0,0.012121212,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2208,0,0,2,193.5,29,2141.902778,0.029032258,0.042319508,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE,FALSE
Customer2209,0,0,0,0,6,89.33333333,0,0.066666667,0,0,Mar,2,4,3,3,Returning_Visitor,FALSE,FALSE
Customer2210,0,0,0,0,44,691.252381,0.013953488,0.029457364,0,0,Nov,2,6,5,1,Returning_Visitor,FALSE,FALSE
Customer2211,7,288.5208333,0,0,12,402.3958333,0,0.002857143,0,0,Dec,1,1,8,2,New_Visitor,TRUE,FALSE
Customer2212,1,34.5,0,0,40,1473.658333,0,0.031153846,0,0,Nov,1,1,8,10,Returning_Visitor,TRUE,FALSE
Customer2213,9,156.6071429,5,156.75,83,2694.507143,0,0.009090909,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE,TRUE
Customer2214,0,0,0,0,13,421.1666667,0,0.028205128,0,0.8,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer2215,0,0,0,0,19,741.8333333,0,0.019298246,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2216,9,274.6666667,0,0,40,720.4257937,0,0.015259259,0,0,Dec,2,2,2,1,Returning_Visitor,FALSE,FALSE
Customer2217,8,185,0,0,12,368.9,0.00625,0.02375,0,0,Oct,3,2,1,13,Returning_Visitor,TRUE,FALSE
Customer2218,0,0,0,0,14,310,0.028571429,0.064285714,0,0.2,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
Customer2219,0,0,3,82.5,9,143.375,0.016666667,0.055555556,0,0,Dec,3,2,6,2,Returning_Visitor,FALSE,FALSE
Customer2220,0,0,0,0,10,366,0.02,0.056666667,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
Customer2221,3,117,0,0,20,543.8,0.00952381,0.019047619,0,0,Mar,1,1,1,2,New_Visitor,FALSE,FALSE
Customer2222,2,31.2,0,0,3,55.4,0,0.05,0,0,Oct,2,2,1,5,New_Visitor,FALSE,FALSE
Customer2223,0,0,0,0,31,1759.416667,0,0.002903226,0,0,Mar,2,2,4,2,Returning_Visitor,TRUE,FALSE
Customer2224,13,255.9159289,0,0,255,8467.584379,0.017351104,0.025016422,0.685335799,0,June,3,2,1,3,Returning_Visitor,FALSE,FALSE
Customer2225,4,131,0,0,10,285.5,0.033333333,0.083333333,0,0,Dec,3,2,4,3,Returning_Visitor,FALSE,FALSE
Customer2226,0,0,0,0,36,756.0416667,0.005555556,0.008950617,0,0,Nov,2,5,1,10,Returning_Visitor,FALSE,FALSE
Customer2227,1,0,1,0,15,708.5333333,0,0.04,54.85543,0,Mar,2,4,3,2,Returning_Visitor,FALSE,FALSE
Customer2228,6,69.4,1,25.2,18,1009.55,0,0.002380952,0,0,Jul,2,2,2,2,New_Visitor,FALSE,FALSE
Customer2229,2,15,0,0,23,343.6666667,0.025,0.05,0,0.6,May,2,2,6,6,Returning_Visitor,FALSE,FALSE
Customer2230,0,0,0,0,7,245.4,0.025,0.08125,3.27121463,0,Sep,3,7,3,4,Returning_Visitor,FALSE,FALSE
Customer2231,0,0,0,0,51,874.4047619,0.008,0.0345,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
Customer2232,7,228.125,0,0,71,1294.251207,0.002631579,0.01503053,4.508271053,0,May,2,2,3,13,Returning_Visitor,FALSE,FALSE
Customer2233,5,169,0,0,3,50,0,0.033333333,0,0,Mar,1,1,1,9,New_Visitor,FALSE,FALSE
Customer2234,4,934.5,1,92,18,937.7166667,0,0.005555556,0,0,Dec,1,1,6,2,New_Visitor,FALSE,FALSE
Customer2235,11,320,0,0,36,776.1666667,0,0.014880952,0,0,Dec,3,2,1,13,Returning_Visitor,FALSE,FALSE
Customer2236,7,236.4,0,0,14,341.7,0.059649123,0.084210526,0,0,June,3,2,4,3,Returning_Visitor,FALSE,FALSE
Customer2237,0,0,0,0,28,1344.458333,0.007142857,0.032380952,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
Customer2238,7,159.5,0,0,14,249,0.011764706,0.041176471,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE
Customer2239,4,102.6,0,0,34,2633.4,0.018974359,0.020989011,0,0,Sep,1,1,3,4,Returning_Visitor,FALSE,FALSE
Customer2240,0,0,0,0,6,161,0,0.066666667,0,0.2,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2241,8,31.1,11,1258.833333,195,7675.14929,0.001937543,0.014673582,3.38287678,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
Customer2242,0,0,1,0,65,934.8704274,0.008080808,0.036336088,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
Customer2243,8,656,1,9,39,1390.866667,0,0.009302326,63.39474419,0,May,2,5,3,2,New_Visitor,FALSE,TRUE
Customer2244,3,37.58333333,0,0,67,1982.523611,0.004411765,0.010971792,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
Customer2245,1,90.6,0,0,11,424.5957143,0.053333333,0.055833333,0,0,Aug,3,2,8,1,Returning_Visitor,FALSE,FALSE
Customer2246,5,173.5416667,5,109.75,38,1859.382937,0.004545455,0.009090909,0,0,Dec,3,2,8,10,Returning_Visitor,TRUE,FALSE
Customer2247,6,124.8611111,3,243,25,1971.194444,0.007142857,0.030238095,24.897,0,May,2,2,5,4,Returning_Visitor,FALSE,TRUE
Customer2248,4,135,0,0,12,401.2857143,0,0.016,0,0,Mar,2,2,1,8,New_Visitor,FALSE,FALSE
Customer2249,1,43.5,0,0,6,183.875,0,0.014285714,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
Customer2250,0,0,0,0,18,328.3214286,0,0.004419192,0,0.2,May,3,2,3,6,Returning_Visitor,FALSE,FALSE
Customer2251,1,4,0,0,46,1107.666667,0.005925926,0.020148148,0,0.8,May,2,2,2,2,Returning_Visitor,FALSE,FALSE
Customer2252,0,0,0,0,28,1384.071429,0.007142857,0.032380952,11.01942857,0,May,2,4,3,2,Returning_Visitor,FALSE,TRUE
Customer2253,9,88.60416667,0,0,114,2997.00203,0,0.005989942,32.56725746,0,Nov,2,4,2,2,Returning_Visitor,FALSE,TRUE
Customer2254,1,104,0,0,5,152.5,0.028571429,0.057142857,64.95645099,0,Dec,2,13,9,20,Returning_Visitor,FALSE,TRUE
Customer2255,5,3398.75,6,2549.375,449,63973.52223,0.000764406,0.02770134,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2256,4,441.1,0,0,20,249.8214286,0,0.0388,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE,FALSE
Customer2257,0,0,0,0,9,244.5,0,0.011111111,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
Customer2258,1,22,3,39,80,1903.081639,0.007228916,0.032248996,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2259,0,0,0,0,11,194,0,0.018181818,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
Customer2260,0,0,0,0,6,227.3333333,0,0.013333333,0,0,May,3,2,3,2,New_Visitor,TRUE,FALSE
Customer2261,0,0,0,0,6,72,0,0.05,0,0.8,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
Customer2262,0,0,0,0,8,943.5,0.025,0.045833333,0,0,Dec,3,2,3,10,Returning_Visitor,FALSE,FALSE
Customer2263,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer2264,6,134.36,0,0,22,568.9683333,0.017391304,0.021614907,12.39204312,0,Sep,1,2,6,2,Returning_Visitor,TRUE,TRUE
Customer2265,9,395.8785714,0,0,124,3959.145344,0.004871324,0.014283416,3.464444066,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
Customer2266,6,302,0,0,18,834.6666667,0.004761905,0.021269841,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE,FALSE
Customer2267,0,0,0,0,7,61.5,0.028571429,0.085714286,0,0,Dec,2,4,3,1,Returning_Visitor,FALSE,FALSE
Customer2268,0,0,0,0,2,15,0,0.1,0,0,Dec,2,2,9,1,Returning_Visitor,FALSE,FALSE
Customer2269,3,228,1,267.5,23,1266.267677,0.002197802,0.037765568,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
Customer2270,0,0,0,0,11,925.8988095,0.02,0.02952381,0,0,Nov,3,2,2,2,Returning_Visitor,FALSE,FALSE
Customer2271,1,216.6,0,0,34,1463.8,0.006060606,0.007575758,0,0,Nov,1,1,8,2,Returning_Visitor,FALSE,FALSE
Customer2272,5,69,4,163,50,2424.75,0,0.023333333,2.973214286,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
Customer2273,0,0,0,0,25,585,0,0.016,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
Customer2274,2,44.5,0,0,137,7012.266796,0.008321168,0.01964546,0,0,Nov,1,1,1,10,Returning_Visitor,TRUE,TRUE
Customer2275,0,0,0,0,5,95.5,0,0.02,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
Customer2276,4,152,0,0,2,44.5,0,0.02,0,0,Dec,1,1,2,2,New_Visitor,FALSE,FALSE
Customer2277,4,184.3666667,0,0,3,52.26666667,0,0.021212121,0,0,Oct,3,2,1,5,Returning_Visitor,FALSE,FALSE
Customer2278,0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
Customer2279,0,0,0,0,86,1699.666667,0.013953488,0.026830934,0,0.6,May,2,5,3,3,Returning_Visitor,FALSE,FALSE
Customer2280,0,0,0,0,1,0,0.2,0.2,0,0,Jul,3,2,1,13,Returning_Visitor,FALSE,FALSE
Customer2281,1,67.4,0,0,18,297.5,0.031578947,0.040350877,0,0,Oct,2,2,3,4,Returning_Visitor,FALSE,FALSE
Customer2282,3,318.2,0,0,7,414.8666667,0,0.01,0,0,Nov,1,1,6,2,Returning_Visitor,FALSE,FALSE
Customer2283,0,0,2,686,11,288.125,0.030769231,0.066666667,0,0,Dec,4,1,3,3,Returning_Visitor,FALSE,FALSE
Customer2284,3,189.4,4,130.76,93,3856.82978,0.037525773,0.06218704,7.542144271,0,June,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer2285,1,7,0,0,29,906.5666667,0,0.006896552,0,0,Mar,4,1,1,2,New_Visitor,TRUE,FALSE
Customer2286,4,585.8,0,0,29,1582.533333,0.006666667,0.022222222,0,0,Oct,2,2,4,1,Returning_Visitor,FALSE,FALSE
Customer2287,4,47,0,0,29,5198.533333,0,0.019892473,0,0,May,2,4,2,2,Returning_Visitor,FALSE,FALSE
Customer2288,0,0,0,0,9,324.5,0.014814815,0.022222222,0,0,Mar,1,2,6,1,Returning_Visitor,FALSE,FALSE
Customer2289,3,73,0,0,9,2151,0,0.018181818,10.91300022,0,Mar,2,5,1,1,Returning_Visitor,FALSE,TRUE
Customer2290,0,0,0,0,2,54.5,0.1,0.12,0,0,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
Customer2291,0,0,0,0,8,186,0,0.044444444,0,0,Dec,2,2,1,10,Returning_Visitor,FALSE,FALSE
Customer2292,4,45.8,2,43.2,30,1021.838095,0,0.005882353,40.43578994,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
Customer2293,3,99.75,0,0,31,835.5833333,0,0.006451613,47.44850792,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
Customer2294,1,22.2,0,0,34,606.2,0,0.001388889,17.92983378,0,Oct,2,2,7,3,New_Visitor,TRUE,FALSE
Customer2295,0,0,0,0,32,905.1,0,0,83.80837784,0,Oct,2,2,6,2,New_Visitor,FALSE,TRUE
Customer2296,0,0,0,0,21,1598.25,0.022222222,0.047301587,0,0,Nov,4,1,4,1,Returning_Visitor,FALSE,FALSE
Customer2297,9,309,0,0,25,383.0833333,0.018181818,0.037575758,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
Customer2298,4,255.5,0,0,14,770.5,0,0.002666667,0,0,Nov,3,2,7,8,Returning_Visitor,TRUE,FALSE
Customer2299,0,0,0,0,15,581.4166667,0,0.007142857,0,0,Mar,2,5,1,2,Returning_Visitor,FALSE,FALSE
Customer2300,0,0,0,0,2,5,0,0.1,0,0,Nov,2,4,1,5,New_Visitor,FALSE,FALSE
Customer2301,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
Customer2302,3,112.9607843,0,0,13,3014.018519,0.013068182,0.06140625,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2303,0,0,0,0,28,385.5,0.087356322,0.106206897,0,0.8,May,3,2,5,3,Returning_Visitor,FALSE,FALSE
Customer2304,0,0,0,0,1,0,0.2,0.2,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
Customer2305,4,39.58333333,0,0,115,2547.717986,0.003478261,0.007207729,13.26221446,0,Nov,2,2,4,10,Returning_Visitor,FALSE,TRUE
Customer2306,4,37.25,1,5,50,1295.008333,0.000892857,0.015595238,0,0,Nov,3,2,4,2,Returning_Visitor,TRUE,TRUE
Customer2307,0,0,1,14,119,2763.011332,0.005367232,0.007566642,0,0,Nov,3,2,3,13,Returning_Visitor,TRUE,FALSE
Customer2308,3,28.5,0,0,8,181.6666667,0.022222222,0.044444444,0,0,Dec,1,1,3,10,Returning_Visitor,FALSE,FALSE
Customer2309,0,0,0,0,21,1088.866667,0,0.010526316,16.1585582,0,Nov,3,2,1,2,Returning_Visitor,TRUE,TRUE
Customer2310,2,338,0,0,17,1205.566667,0.0125,0.0375,19.23625,0.8,May,3,2,2,2,Returning_Visitor,FALSE,TRUE
Customer2311,3,60,0,0,66,2339.805556,0.012121212,0.034848485,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2312,5,32.6,0,0,70,939.7833333,0,0.002702703,0,0,Aug,2,4,1,5,New_Visitor,TRUE,TRUE
Customer2313,1,125,0,0,24,677.3333333,0,0.032,0,0,Nov,3,2,8,1,Returning_Visitor,FALSE,FALSE
Customer2314,2,88,0,0,16,1106.333333,0.025,0.053125,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
Customer2315,0,0,0,0,7,49.86666667,0.085714286,0.092857143,0,0,Sep,1,1,9,3,Returning_Visitor,FALSE,FALSE
Customer2316,7,97.33333333,2,447.5,16,967.625,0,0.012727273,0,0,Dec,1,1,8,2,Returning_Visitor,FALSE,FALSE
Customer2317,1,23.31428571,0,0,15,124.9142857,0,0.016369048,4.90908873,0,Jul,2,2,3,2,Returning_Visitor,FALSE,FALSE
Customer2318,7,161.25,1,0,32,1038.797619,0,0.015714286,59.96777143,0.2,May,1,1,4,2,Returning_Visitor,FALSE,TRUE
Customer2319,2,279.5,0,0,5,426,0,0.014285714,0,0,May,1,1,4,2,Returning_Visitor,TRUE,FALSE
Customer2320,2,64.5,0,0,52,2120.630952,0,0.011965812,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
Customer2321,2,62.5,0,0,43,1253.176407,0,0.01468254,41.53706414,0,Nov,3,2,9,2,Returning_Visitor,FALSE,FALSE
Customer2322,3,470,0,0,21,2046.5,0.016,0.032,21.5952,0,May,2,6,1,3,Returning_Visitor,FALSE,FALSE
Customer2323,0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,3,13,Returning_Visitor,FALSE,FALSE
Customer2324,4,183,3,48,34,2141.4,0.005405405,0.021621622,0,0,May,2,2,1,4,Returning_Visitor,TRUE,FALSE
Customer2325,3,90.5,0,0,15,369.5,0,0.025,0,0,Nov,3,2,2,2,New_Visitor,TRUE,FALSE
Customer2326,1,65.5,0,0,2,99,0.033333333,0.066666667,0,0,Nov,4,2,1,8,New_Visitor,TRUE,FALSE
Customer2327,0,0,0,0,3,19,0,0.066666667,0,0,Mar,2,4,1,1,Returning_Visitor,TRUE,FALSE
Customer2328,0,0,0,0,18,860.5603175,0,0.009705882,0,0,Oct,3,2,6,1,Returning_Visitor,FALSE,FALSE
Customer2329,0,0,0,0,18,211.4166667,0.033333333,0.061111111,0,0,Nov,2,2,5,3,Returning_Visitor,TRUE,FALSE
Customer2330,1,4,0,0,62,3000.250794,0.004918033,0.029535519,0,0,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
Customer2331,3,52.75,0,0,69,909.1548701,0.002857143,0.012225275,8.086657063,0,Dec,2,2,1,7,Returning_Visitor,FALSE,FALSE
Customer2332,2,21,1,26,22,326.5833333,0.018181818,0.066666667,0,0,Mar,3,2,4,3,Returning_Visitor,FALSE,FALSE
Customer2333,0,0,0,0,9,242.75,0,0.074074074,0,0,Nov,2,5,7,2,Returning_Visitor,FALSE,FALSE
Customer2334,0,0,0,0,20,2271,0,0.025,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
Customer2335,9,183.3,2,34,45,2904.922294,0,0.011870748,0,0,Dec,1,1,1,8,Returning_Visitor,TRUE,FALSE
Customer2336,3,81,0,0,19,448.0333333,0,0.012857143,0,0,May,3,2,5,4,Returning_Visitor,TRUE,FALSE
Customer2337,7,36.05,0,0,27,344.45,0,0.035714286,0,0,Jul,2,2,7,4,Returning_Visitor,FALSE,FALSE
